survey_id,customer_key,survey_date,nps_score,category,comment
3699,11838,2024-09-23,9,App & Digital,App funktioniert super
3700,1865,2024-03-19,7,App & Digital,Design veraltet
3701,10926,2025-02-22,8,Kundenservice,Service war in Ordnung
3702,5160,2024-07-13,9,Installation,Installation top organisiert
3703,19858,2024-10-20,8,Produkt,
3704,8826,2024-10-10,8,Installation,Hat etwas gedauert
3705,4482,2025-01-13,6,Produkt,
3706,1191,2025-02-20,7,Installation,
3707,18110,2024-10-23,9,App & Digital,Übersichtliches Portal
3708,814,2025-10-08,7,Preis-Leistung,Vergleichbar mit anderen
3709,8474,2024-08-26,9,Produkt,Wärmepumpe spart enorm
3710,2869,2024-08-22,7,App & Digital,
3711,469,2025-09-15,6,Gesamtzufriedenheit,
3712,16829,2024-05-14,9,App & Digital,Übersichtliches Portal
3713,12901,2024-09-24,1,App & Digital,Login funktioniert nicht
3714,18929,2025-04-19,9,Gesamtzufriedenheit,Rundum zufrieden
3715,14008,2024-09-17,9,Kundenservice,Kompetente Beratung
3716,2704,2025-04-10,6,Gesamtzufriedenheit,Bin enttäuscht
3717,12502,2024-03-01,4,App & Digital,Sehr langsam
3718,9395,2024-03-13,7,App & Digital,
3719,16983,2024-02-29,7,Installation,
3720,2674,2025-01-30,6,Installation,Nachbesserung nötig
3721,6769,2025-05-07,10,Installation,
3722,19891,2024-06-12,9,Gesamtzufriedenheit,Rundum zufrieden
3723,3623,2025-01-14,7,Produkt,Ganz okay
3724,4117,2024-05-24,7,App & Digital,Funktioniert meistens
3725,10945,2024-02-05,9,App & Digital,
3726,4116,2025-03-06,9,Preis-Leistung,Fairer Preis
3727,4923,2024-08-22,9,Preis-Leistung,
3728,3640,2024-09-26,5,Gesamtzufriedenheit,Erwartungen nicht erfüllt
3729,2780,2024-03-09,9,Installation,
3730,7405,2025-02-07,10,Gesamtzufriedenheit,
3731,15864,2025-06-26,10,App & Digital,Einfache Bedienung
3732,8100,2024-03-25,6,Preis-Leistung,Zu teuer
3733,14705,2024-11-17,10,Installation,
3734,13027,2025-10-24,10,Preis-Leistung,Preis stimmt
3735,15248,2025-01-12,8,Preis-Leistung,
3736,1265,2024-07-22,8,Preis-Leistung,
3737,16988,2024-02-04,8,Kundenservice,
3738,13485,2024-12-25,7,Preis-Leistung,
3739,2137,2024-10-23,3,Produkt,
3740,6049,2025-11-29,8,Gesamtzufriedenheit,
3741,17718,2024-11-25,1,Kundenservice,Unfreundlich am Telefon
3742,13185,2024-04-27,8,Preis-Leistung,Vergleichbar mit anderen
3743,1177,2025-09-05,8,Gesamtzufriedenheit,Nichts Besonderes
3744,18863,2025-05-10,5,Produkt,
3745,1797,2025-08-04,10,Preis-Leistung,
3746,5149,2025-08-31,10,App & Digital,
3747,13091,2024-10-16,9,App & Digital,Übersichtliches Portal
3748,14175,2024-11-16,7,App & Digital,
3749,9239,2025-04-12,0,App & Digital,App nicht nutzbar
3750,7305,2025-05-04,9,Kundenservice,
3751,11973,2024-05-26,0,Kundenservice,Unfreundlich am Telefon
3752,14056,2024-09-19,6,App & Digital,Sehr langsam
3753,3122,2025-03-29,2,Produkt,
3754,12165,2024-02-22,9,App & Digital,
3755,1366,2024-10-18,3,Kundenservice,
3756,18964,2025-03-31,7,Preis-Leistung,Etwas teuer
3757,4329,2024-07-19,2,Gesamtzufriedenheit,
3758,4716,2024-09-29,7,Gesamtzufriedenheit,
3759,12420,2024-09-09,9,Produkt,Smart Meter sehr nützlich
3760,14589,2024-10-05,9,Produkt,
3761,8922,2025-11-04,2,Gesamtzufriedenheit,Würde nicht erneut wählen
3762,13377,2025-01-29,9,Installation,Installation top organisiert
3763,14595,2024-02-08,5,Installation,
3764,17684,2025-01-08,2,Gesamtzufriedenheit,Erwartungen nicht erfüllt
3765,14614,2024-11-20,5,Gesamtzufriedenheit,Bin enttäuscht
3766,12755,2025-03-19,6,Installation,
3767,9639,2025-06-22,6,Produkt,Störungen häufig
3768,13534,2024-02-13,2,App & Digital,
3769,11300,2025-07-13,7,App & Digital,
3770,15869,2024-11-19,5,Produkt,Qualität mangelhaft
3771,18569,2024-07-27,9,Gesamtzufriedenheit,Rundum zufrieden
3772,222,2025-03-16,7,Produkt,
3773,17753,2025-07-26,9,Gesamtzufriedenheit,Rundum zufrieden
3774,8316,2025-01-28,6,Preis-Leistung,
3775,2067,2025-03-26,10,Produkt,
3776,2060,2024-06-26,10,Kundenservice,Kompetente Beratung
3777,3290,2024-05-12,6,Gesamtzufriedenheit,Erwartungen nicht erfüllt
3778,10588,2024-01-01,8,App & Digital,Design veraltet
3779,374,2024-09-08,7,App & Digital,
3780,18438,2025-08-04,10,Installation,
3781,19864,2025-08-30,7,Produkt,
3782,5766,2024-12-10,7,Gesamtzufriedenheit,Nichts Besonderes
3783,16444,2025-12-18,7,Gesamtzufriedenheit,
3784,5286,2024-05-29,9,Preis-Leistung,
3785,10386,2025-06-23,9,Kundenservice,
3786,2840,2025-11-21,9,Kundenservice,
3787,16915,2024-09-30,9,Produkt,
3788,18114,2024-12-02,9,Installation,Schnell und sauber
3789,1195,2024-03-01,7,Preis-Leistung,
3790,19760,2025-07-15,8,Produkt,Ganz okay
3791,17800,2024-06-20,7,App & Digital,
3792,11982,2025-05-20,8,Produkt,
3793,1964,2025-07-21,0,Produkt,
3794,8457,2024-02-29,5,Kundenservice,
3795,19303,2024-07-06,2,Gesamtzufriedenheit,Schlechte Erfahrung
3796,13298,2025-03-29,10,Gesamtzufriedenheit,
3797,13883,2025-09-26,8,Installation,"War okay, nichts Besonderes"
3798,9288,2024-10-03,10,Produkt,
3799,9490,2024-09-23,9,Installation,
3800,15801,2024-01-02,9,Kundenservice,
3801,3399,2025-04-13,4,Gesamtzufriedenheit,Schlechte Erfahrung
3802,1141,2025-12-08,9,Kundenservice,Kompetente Beratung
3803,10337,2025-09-08,10,Produkt,Smart Meter sehr nützlich
3804,14297,2025-09-27,3,Preis-Leistung,
3805,2772,2025-10-27,9,Kundenservice,Sehr freundliche Mitarbeiter
3806,8767,2024-05-17,7,App & Digital,Funktioniert meistens
3807,3509,2025-03-03,8,Kundenservice,Lange Wartezeit am Telefon
3808,230,2024-05-11,8,Preis-Leistung,Etwas teuer
3809,9200,2024-07-29,8,Kundenservice,
3810,8721,2025-09-27,7,Gesamtzufriedenheit,
3811,19538,2025-08-24,9,Preis-Leistung,
3812,15105,2025-08-09,7,Gesamtzufriedenheit,Im Großen und Ganzen okay
3813,6277,2024-01-23,6,Kundenservice,Keine Lösung erhalten
3814,2370,2024-10-04,8,Gesamtzufriedenheit,
3815,4540,2025-03-11,6,Gesamtzufriedenheit,
3816,11605,2024-05-09,4,Gesamtzufriedenheit,
3817,8122,2024-07-15,9,Installation,
3818,18846,2024-03-08,4,Preis-Leistung,Preiserhöhung nicht akzeptabel
3819,7974,2025-05-03,10,Produkt,
3820,19643,2024-04-18,7,Produkt,Leistung könnte besser sein
3821,18547,2025-12-14,10,Kundenservice,Sehr freundliche Mitarbeiter
3822,14689,2024-01-19,8,Produkt,
3823,19844,2024-08-16,8,Installation,Kleine Verzögerung
3824,7128,2025-07-11,10,Gesamtzufriedenheit,Alles bestens
3825,10194,2024-08-27,2,Preis-Leistung,Preiserhöhung nicht akzeptabel
3826,12210,2025-06-27,4,Preis-Leistung,
3827,15710,2025-02-07,2,Installation,Unsaubere Arbeit
3828,1300,2024-08-10,9,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
3829,3870,2024-11-24,5,Gesamtzufriedenheit,
3830,3606,2024-04-12,7,Kundenservice,
3831,13970,2024-02-28,7,Produkt,
3832,11459,2025-03-04,5,Produkt,Nicht wie versprochen
3833,12158,2025-11-11,6,Preis-Leistung,
3834,12681,2024-02-21,5,Kundenservice,Niemand erreichbar
3835,13578,2025-10-05,8,Preis-Leistung,Etwas teuer
3836,18936,2024-02-23,10,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
3837,18886,2024-07-21,10,App & Digital,Übersichtliches Portal
3838,7181,2024-05-18,6,Preis-Leistung,
3839,12246,2025-07-12,8,Produkt,Ganz okay
3840,12282,2025-02-25,8,Produkt,Ganz okay
3841,16671,2025-04-18,9,Preis-Leistung,Preis stimmt
3842,3637,2024-12-09,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
3843,18165,2024-02-08,8,Kundenservice,Musste mehrfach anrufen
3844,12153,2025-10-20,7,Kundenservice,Lange Wartezeit am Telefon
3845,4189,2025-09-22,5,Gesamtzufriedenheit,Erwartungen nicht erfüllt
3846,14639,2024-06-03,8,Kundenservice,Service war in Ordnung
3847,4396,2025-12-28,0,App & Digital,Sehr langsam
3848,5669,2024-04-26,8,Gesamtzufriedenheit,Durchschnittlich
3849,3756,2024-08-04,9,Kundenservice,Sehr freundliche Mitarbeiter
3850,19607,2025-05-12,9,Installation,
3851,4981,2024-01-14,5,Produkt,Qualität mangelhaft
3852,16007,2024-01-25,9,Preis-Leistung,
3853,14146,2025-06-13,8,Gesamtzufriedenheit,Durchschnittlich
3854,3628,2024-06-13,4,Kundenservice,
3855,16894,2024-08-29,10,Installation,Termingerecht fertig
3856,1291,2024-07-17,8,Kundenservice,Lange Wartezeit am Telefon
3857,11982,2024-11-15,1,Kundenservice,Beschwerde ignoriert
3858,1294,2025-01-04,10,App & Digital,
3859,1748,2025-02-24,3,Kundenservice,
3860,2987,2025-09-24,7,Gesamtzufriedenheit,
3861,2752,2025-10-03,9,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
3862,11162,2024-09-07,2,Gesamtzufriedenheit,
3863,16342,2024-05-31,4,Produkt,
3864,15953,2024-12-25,10,Installation,Termingerecht fertig
3865,10614,2025-01-15,9,Produkt,Wallbox perfekt installiert
3866,18117,2024-09-24,10,Kundenservice,Problemlos gelöst
3867,14239,2024-06-16,10,Preis-Leistung,
3868,411,2024-06-14,10,Kundenservice,Kompetente Beratung
3869,4945,2024-04-20,9,Installation,Installation top organisiert
3870,11378,2024-04-08,8,Produkt,Leistung könnte besser sein
3871,19171,2024-03-13,8,Installation,"War okay, nichts Besonderes"
3872,4665,2024-09-23,7,App & Digital,App stürzt manchmal ab
3873,16721,2025-09-10,9,Gesamtzufriedenheit,Top Anbieter
3874,14536,2025-11-04,10,Produkt,Wallbox perfekt installiert
3875,12155,2025-10-10,7,Installation,"War okay, nichts Besonderes"
3876,6902,2024-09-19,8,App & Digital,Funktioniert meistens
3877,4221,2024-01-29,10,App & Digital,App funktioniert super
3878,16905,2024-04-13,10,Gesamtzufriedenheit,
3879,17028,2024-11-16,10,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
3880,9826,2025-10-04,6,Preis-Leistung,Preiserhöhung nicht akzeptabel
3881,16844,2025-02-25,5,App & Digital,
3882,328,2025-08-25,3,Preis-Leistung,Versteckte Kosten
3883,10920,2024-12-29,9,Preis-Leistung,Preis stimmt
3884,12730,2025-12-24,8,Produkt,
3885,12172,2025-11-17,8,Kundenservice,Lange Wartezeit am Telefon
3886,14687,2025-02-28,5,Kundenservice,
3887,7255,2024-05-18,8,Kundenservice,Lange Wartezeit am Telefon
3888,4911,2025-09-27,0,Installation,Termin dreimal verschoben
3889,19012,2025-04-16,9,Kundenservice,
3890,5021,2025-09-07,1,Gesamtzufriedenheit,Erwartungen nicht erfüllt
3891,8172,2024-04-27,7,App & Digital,
3892,2222,2025-05-26,10,App & Digital,Einfache Bedienung
3893,7258,2024-07-11,5,Gesamtzufriedenheit,
3894,13107,2025-12-13,7,Gesamtzufriedenheit,
3895,6786,2025-06-24,9,App & Digital,
3896,2591,2025-06-22,8,Preis-Leistung,Preis ist okay
3897,13239,2024-01-21,9,Kundenservice,Schnelle Hilfe erhalten
3898,13192,2025-02-24,9,Installation,Handwerker sehr professionell
3899,10477,2025-08-04,8,Produkt,Leistung könnte besser sein
3900,4783,2024-08-27,1,Installation,Chaos bei der Installation
3901,17462,2024-08-13,8,Produkt,Ganz okay
3902,5354,2025-12-26,9,Produkt,Smart Meter sehr nützlich
3903,13017,2024-03-14,9,Produkt,
3904,152,2024-06-19,8,Preis-Leistung,
3905,7443,2025-09-26,9,Preis-Leistung,Fairer Preis
3906,13036,2024-03-30,8,Kundenservice,Lange Wartezeit am Telefon
3907,17489,2025-07-26,0,App & Digital,
3908,4942,2024-08-22,7,Produkt,Leistung könnte besser sein
3909,6295,2025-08-22,9,Produkt,
3910,3450,2024-05-07,7,Produkt,Leistung könnte besser sein
3911,613,2024-08-24,0,Produkt,Störungen häufig
3912,5493,2025-06-08,9,Produkt,Wallbox perfekt installiert
3913,11542,2025-02-17,6,Installation,
3914,12860,2025-02-01,1,Kundenservice,Beschwerde ignoriert
3915,18339,2024-02-23,8,App & Digital,Funktioniert meistens
3916,16036,2025-07-06,10,App & Digital,
3917,9815,2025-12-05,8,Preis-Leistung,
3918,15914,2025-06-29,8,Installation,
3919,16761,2024-04-19,8,Preis-Leistung,
3920,17635,2024-05-02,7,Gesamtzufriedenheit,Durchschnittlich
3921,16798,2025-02-24,7,App & Digital,
3922,10455,2025-04-23,9,Installation,
3923,12242,2024-09-19,8,Gesamtzufriedenheit,
3924,19784,2025-09-21,9,App & Digital,
3925,3295,2025-03-30,10,App & Digital,Verbrauch immer im Blick
3926,1251,2024-12-24,5,Installation,
3927,7321,2025-10-22,8,Preis-Leistung,Vergleichbar mit anderen
3928,13159,2025-01-02,10,Kundenservice,Schnelle Hilfe erhalten
3929,4637,2024-12-21,3,Preis-Leistung,Preiserhöhung nicht akzeptabel
3930,18657,2025-06-30,0,Produkt,Defekt nach kurzer Zeit
3931,17353,2024-10-03,8,Preis-Leistung,Vergleichbar mit anderen
3932,9793,2025-04-11,9,Kundenservice,Schnelle Hilfe erhalten
3933,574,2025-12-20,2,App & Digital,Login funktioniert nicht
3934,1351,2024-08-13,0,Installation,Chaos bei der Installation
3935,16040,2025-06-19,9,Gesamtzufriedenheit,
3936,16430,2025-10-29,8,Kundenservice,Lange Wartezeit am Telefon
3937,17366,2025-08-03,1,Preis-Leistung,
3938,6245,2025-07-29,4,Gesamtzufriedenheit,
3939,7403,2024-02-08,9,Produkt,Smart Meter sehr nützlich
3940,13550,2024-01-16,9,Installation,Termingerecht fertig
3941,2860,2025-01-19,10,Installation,
3942,10185,2024-07-01,8,Kundenservice,
3943,7087,2025-02-11,5,Gesamtzufriedenheit,
3944,4738,2024-09-27,10,Installation,Schnell und sauber
3945,19446,2025-07-24,0,Gesamtzufriedenheit,Bin enttäuscht
3946,14889,2025-02-27,3,Produkt,Defekt nach kurzer Zeit
3947,15702,2024-09-20,8,Produkt,Funktioniert wie erwartet
3948,2070,2024-02-11,9,Produkt,Wärmepumpe spart enorm
3949,7450,2025-09-11,6,Gesamtzufriedenheit,
3950,3578,2025-04-15,9,Installation,Installation top organisiert
3951,7085,2024-05-25,8,Kundenservice,Musste mehrfach anrufen
3952,12825,2024-11-29,9,Installation,Installation top organisiert
3953,247,2025-09-25,8,Kundenservice,
3954,10505,2025-04-23,10,Gesamtzufriedenheit,
3955,8408,2024-05-05,10,App & Digital,Einfache Bedienung
3956,11993,2025-10-23,8,App & Digital,
3957,8727,2024-08-29,7,Kundenservice,
3958,116,2025-07-10,7,App & Digital,Design veraltet
3959,19139,2025-09-30,6,Kundenservice,Keine Lösung erhalten
3960,19382,2024-02-06,8,App & Digital,
3961,8074,2024-03-21,9,App & Digital,Verbrauch immer im Blick
3962,1840,2024-06-26,10,Gesamtzufriedenheit,Rundum zufrieden
3963,4922,2025-06-14,9,Preis-Leistung,
3964,7765,2025-11-14,8,Kundenservice,Lange Wartezeit am Telefon
3965,7134,2025-11-05,5,Gesamtzufriedenheit,Schlechte Erfahrung
3966,14349,2024-07-18,5,Kundenservice,Unfreundlich am Telefon
3967,4022,2025-01-31,8,Gesamtzufriedenheit,Nichts Besonderes
3968,17313,2024-10-23,5,Produkt,Störungen häufig
3969,19376,2025-06-06,9,Produkt,
3970,14007,2025-02-26,5,Produkt,
3971,17931,2024-12-20,8,Produkt,Leistung könnte besser sein
3972,17536,2025-10-13,10,Installation,Installation top organisiert
3973,11987,2024-05-28,8,Kundenservice,Lange Wartezeit am Telefon
3974,16248,2025-03-11,8,App & Digital,
3975,15243,2025-05-12,6,Kundenservice,Keine Lösung erhalten
3976,528,2025-05-05,10,Installation,Handwerker sehr professionell
3977,17830,2024-05-04,7,Produkt,Ganz okay
3978,12629,2025-02-01,4,App & Digital,App nicht nutzbar
3979,9738,2025-11-23,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
3980,379,2024-11-26,10,Installation,Schnell und sauber
3981,17276,2025-02-08,8,Gesamtzufriedenheit,Im Großen und Ganzen okay
3982,18852,2024-02-11,10,Produkt,Wallbox perfekt installiert
3983,6069,2024-07-12,8,Preis-Leistung,Preis ist okay
3984,7994,2025-08-25,9,Produkt,Solaranlage läuft einwandfrei
3985,2099,2025-03-15,4,Installation,
3986,19102,2025-03-21,9,Kundenservice,
3987,17587,2025-11-19,3,Preis-Leistung,Preiserhöhung nicht akzeptabel
3988,7713,2025-08-01,9,Kundenservice,Sehr freundliche Mitarbeiter
3989,19356,2024-12-17,8,Kundenservice,Musste mehrfach anrufen
3990,11376,2025-07-03,10,App & Digital,App funktioniert super
3991,1316,2025-03-01,10,Gesamtzufriedenheit,Rundum zufrieden
3992,11952,2025-08-23,5,Installation,
3993,9322,2025-06-09,3,Installation,
3994,13279,2024-09-29,3,Gesamtzufriedenheit,
3995,3527,2024-11-14,7,App & Digital,App stürzt manchmal ab
3996,4872,2024-07-27,10,Installation,Schnell und sauber
3997,492,2025-10-22,9,Preis-Leistung,
3998,5271,2025-01-23,10,Preis-Leistung,
3999,19403,2024-07-22,4,Gesamtzufriedenheit,Erwartungen nicht erfüllt
4000,5184,2024-12-04,5,Preis-Leistung,Versteckte Kosten
4001,4504,2025-11-04,9,Installation,Schnell und sauber
4002,1669,2025-08-15,9,Produkt,Wallbox perfekt installiert
4003,18683,2025-08-26,8,App & Digital,Funktioniert meistens
4004,9790,2025-01-05,7,Installation,
4005,2637,2024-08-22,9,Kundenservice,Kompetente Beratung
4006,14718,2024-05-05,1,Installation,
4007,9822,2025-10-20,8,Installation,Hat etwas gedauert
4008,413,2024-03-17,8,Preis-Leistung,Preis ist okay
4009,1652,2024-11-19,7,Kundenservice,
4010,5116,2024-10-25,8,Kundenservice,Musste mehrfach anrufen
4011,13315,2024-12-18,9,Produkt,Smart Meter sehr nützlich
4012,6989,2024-12-23,9,Installation,
4013,7810,2024-06-21,8,Preis-Leistung,Etwas teuer
4014,14609,2024-05-07,8,Gesamtzufriedenheit,
4015,8859,2025-04-16,10,Kundenservice,Sehr freundliche Mitarbeiter
4016,380,2025-05-30,8,Preis-Leistung,
4017,15057,2024-11-08,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
4018,16817,2025-10-17,7,Kundenservice,
4019,19745,2025-01-27,8,Gesamtzufriedenheit,Könnte besser sein
4020,14024,2024-06-10,6,Installation,Nachbesserung nötig
4021,3631,2024-05-19,8,Preis-Leistung,
4022,10436,2024-07-11,10,Kundenservice,Sehr freundliche Mitarbeiter
4023,7874,2025-10-29,4,Produkt,Qualität mangelhaft
4024,5935,2025-04-08,0,Kundenservice,Unfreundlich am Telefon
4025,11796,2024-10-25,7,App & Digital,App stürzt manchmal ab
4026,15170,2024-03-10,8,Installation,"War okay, nichts Besonderes"
4027,10953,2024-08-16,10,Produkt,
4028,19463,2024-02-17,8,Installation,"War okay, nichts Besonderes"
4029,18991,2025-03-12,4,Gesamtzufriedenheit,
4030,5796,2024-05-30,1,Preis-Leistung,Nicht transparent
4031,654,2025-01-19,5,App & Digital,App nicht nutzbar
4032,19828,2024-02-19,10,Installation,Termingerecht fertig
4033,8888,2024-11-10,1,Gesamtzufriedenheit,
4034,1515,2025-01-13,6,App & Digital,
4035,14136,2024-01-04,8,Installation,Hat etwas gedauert
4036,6176,2024-03-31,5,Gesamtzufriedenheit,
4037,12399,2024-12-05,6,Kundenservice,Unfreundlich am Telefon
4038,1562,2024-05-29,0,App & Digital,Sehr langsam
4039,5602,2024-11-07,8,Preis-Leistung,
4040,11494,2024-10-31,8,Produkt,
4041,10524,2024-11-02,5,Kundenservice,Beschwerde ignoriert
4042,11413,2024-09-30,9,Installation,Installation top organisiert
4043,7077,2025-03-13,5,Gesamtzufriedenheit,
4044,866,2025-07-24,7,App & Digital,
4045,4729,2024-05-01,9,Produkt,
4046,18606,2024-09-20,2,App & Digital,
4047,18788,2024-04-03,0,Gesamtzufriedenheit,Schlechte Erfahrung
4048,19762,2025-12-16,9,App & Digital,
4049,18245,2025-10-31,8,Produkt,Ganz okay
4050,3624,2024-06-11,2,Preis-Leistung,
4051,284,2025-01-07,9,Produkt,Smart Meter sehr nützlich
4052,6237,2024-11-05,8,Kundenservice,Service war in Ordnung
4053,19471,2025-09-01,8,Kundenservice,Service war in Ordnung
4054,19341,2024-04-12,10,App & Digital,
4055,2249,2024-07-28,9,Gesamtzufriedenheit,Alles bestens
4056,8513,2025-10-18,5,Installation,
4057,12019,2024-08-12,8,App & Digital,
4058,2769,2024-11-23,6,Kundenservice,Niemand erreichbar
4059,17324,2025-08-02,5,Produkt,
4060,7765,2025-01-10,4,Preis-Leistung,Versteckte Kosten
4061,8321,2025-07-11,9,Produkt,
4062,9981,2024-05-29,1,Preis-Leistung,
4063,13966,2024-01-17,1,App & Digital,
4064,5941,2024-07-18,7,Preis-Leistung,
4065,8007,2024-09-18,5,App & Digital,App nicht nutzbar
4066,3742,2024-05-17,8,Installation,Kleine Verzögerung
4067,12830,2024-10-25,4,Preis-Leistung,Preiserhöhung nicht akzeptabel
4068,14675,2024-09-20,5,Kundenservice,Keine Lösung erhalten
4069,7488,2025-03-01,8,Kundenservice,Musste mehrfach anrufen
4070,17267,2024-11-23,8,Gesamtzufriedenheit,
4071,10589,2025-03-25,1,Preis-Leistung,
4072,6065,2025-10-26,9,Gesamtzufriedenheit,Alles bestens
4073,17903,2024-07-24,6,Produkt,
4074,5884,2024-12-17,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
4075,15703,2025-06-05,0,Kundenservice,
4076,4057,2025-03-16,8,Installation,
4077,11720,2024-10-27,9,Preis-Leistung,Fairer Preis
4078,1663,2025-09-28,8,Installation,"War okay, nichts Besonderes"
4079,8616,2024-08-07,9,Produkt,
4080,10080,2025-12-14,7,Produkt,Funktioniert wie erwartet
4081,19009,2024-01-08,5,Preis-Leistung,
4082,2943,2024-04-14,8,Installation,
4083,8020,2024-08-03,8,Gesamtzufriedenheit,Könnte besser sein
4084,15808,2024-06-18,7,Gesamtzufriedenheit,
4085,13487,2025-04-17,8,App & Digital,
4086,3020,2024-07-24,5,Produkt,Störungen häufig
4087,8141,2024-05-21,10,Preis-Leistung,Preis stimmt
4088,6447,2025-02-13,6,Installation,Chaos bei der Installation
4089,15227,2024-01-27,6,Preis-Leistung,Preiserhöhung nicht akzeptabel
4090,13590,2024-10-03,9,Preis-Leistung,Fairer Preis
4091,16090,2024-09-13,3,Gesamtzufriedenheit,Schlechte Erfahrung
4092,14069,2024-11-21,3,Kundenservice,Beschwerde ignoriert
4093,3603,2025-06-06,10,Preis-Leistung,Fairer Preis
4094,5866,2025-01-09,9,Produkt,
4095,5917,2025-05-16,8,Preis-Leistung,Vergleichbar mit anderen
4096,12100,2025-08-03,8,Produkt,
4097,2825,2024-06-27,10,Gesamtzufriedenheit,
4098,757,2024-10-28,9,Kundenservice,
4099,2101,2024-04-04,9,Installation,Handwerker sehr professionell
4100,18327,2025-08-12,2,Installation,Termin dreimal verschoben
4101,2676,2024-08-29,7,Produkt,
4102,12191,2024-01-17,7,App & Digital,Design veraltet
4103,11483,2025-07-10,9,App & Digital,Verbrauch immer im Blick
4104,7781,2024-05-15,10,Installation,
4105,13271,2025-09-22,4,Kundenservice,
4106,16454,2025-09-24,7,Installation,"War okay, nichts Besonderes"
4107,13855,2025-10-12,7,App & Digital,App stürzt manchmal ab
4108,9785,2024-05-30,9,Kundenservice,Sehr freundliche Mitarbeiter
4109,15937,2024-10-14,6,Preis-Leistung,Zu teuer
4110,17132,2025-08-12,10,App & Digital,Übersichtliches Portal
4111,9475,2025-05-19,8,Produkt,Leistung könnte besser sein
4112,12922,2025-09-19,5,Installation,Unsaubere Arbeit
4113,2147,2025-10-27,8,Preis-Leistung,Etwas teuer
4114,3194,2025-10-11,10,Produkt,
4115,2912,2025-05-20,7,Produkt,Funktioniert wie erwartet
4116,2011,2024-06-21,8,Produkt,
4117,11286,2025-10-24,9,Preis-Leistung,Günstiger als erwartet
4118,6658,2025-12-11,5,Gesamtzufriedenheit,
4119,19315,2024-12-01,7,Gesamtzufriedenheit,
4120,10994,2024-06-29,7,Produkt,Funktioniert wie erwartet
4121,11440,2024-04-23,3,Kundenservice,Keine Lösung erhalten
4122,11841,2025-07-23,5,Gesamtzufriedenheit,Bin enttäuscht
4123,4019,2024-08-24,9,Installation,Termingerecht fertig
4124,6517,2024-03-18,7,Produkt,Leistung könnte besser sein
4125,16226,2024-10-23,9,Produkt,Smart Meter sehr nützlich
4126,11120,2025-07-07,7,Preis-Leistung,Vergleichbar mit anderen
4127,16197,2024-10-31,9,Kundenservice,Problemlos gelöst
4128,19693,2025-12-01,5,Gesamtzufriedenheit,
4129,19506,2024-07-10,5,Gesamtzufriedenheit,Schlechte Erfahrung
4130,15267,2024-09-28,10,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
4131,15393,2025-02-02,10,App & Digital,Verbrauch immer im Blick
4132,15248,2024-10-14,8,App & Digital,
4133,3755,2024-02-05,8,Kundenservice,
4134,16703,2025-12-02,8,Preis-Leistung,
4135,16180,2024-10-15,9,App & Digital,Übersichtliches Portal
4136,12510,2025-11-09,7,Preis-Leistung,
4137,6121,2025-06-24,10,App & Digital,
4138,834,2025-10-27,7,Produkt,Ganz okay
4139,4626,2024-03-13,9,Kundenservice,
4140,3982,2025-01-26,10,Preis-Leistung,
4141,11180,2024-05-17,9,Installation,
4142,10494,2025-03-11,5,Kundenservice,Keine Lösung erhalten
4143,9267,2024-12-07,4,App & Digital,Sehr langsam
4144,9966,2024-11-04,9,App & Digital,
4145,9964,2025-08-06,8,App & Digital,App stürzt manchmal ab
4146,15703,2025-07-25,4,Gesamtzufriedenheit,
4147,17235,2025-07-28,6,Kundenservice,Beschwerde ignoriert
4148,14333,2024-11-23,5,Preis-Leistung,Nicht transparent
4149,993,2025-08-11,9,Installation,
4150,13436,2024-10-27,8,App & Digital,Design veraltet
4151,15737,2025-01-30,7,Preis-Leistung,
4152,2098,2025-07-31,10,Preis-Leistung,Fairer Preis
4153,9778,2024-07-05,10,Kundenservice,
4154,14760,2024-01-18,1,Preis-Leistung,Preiserhöhung nicht akzeptabel
4155,6696,2025-05-16,5,Produkt,Störungen häufig
4156,17939,2024-11-07,8,Preis-Leistung,Vergleichbar mit anderen
4157,19737,2025-05-31,7,App & Digital,App stürzt manchmal ab
4158,9009,2025-01-31,9,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
4159,3957,2025-06-20,9,Installation,Schnell und sauber
4160,13098,2025-08-15,1,Produkt,
4161,2208,2024-02-01,9,Kundenservice,Schnelle Hilfe erhalten
4162,5972,2024-01-16,10,Produkt,Solaranlage läuft einwandfrei
4163,4137,2025-07-15,7,Gesamtzufriedenheit,Durchschnittlich
4164,15030,2025-11-22,8,Kundenservice,Musste mehrfach anrufen
4165,9534,2024-12-16,8,Installation,"War okay, nichts Besonderes"
4166,4022,2024-12-21,0,Installation,
4167,17375,2024-09-03,9,Kundenservice,Kompetente Beratung
4168,12362,2025-05-02,10,Gesamtzufriedenheit,Rundum zufrieden
4169,14506,2025-10-14,9,App & Digital,Übersichtliches Portal
